year,province,career_path_name,earnedIncome,prov_tax_amt,fed_tax_amt,tax_amt,current_endevor,afterTaxIncome,afterTaxAndCostsIncome,amtSavedThisYear,expenditureBias,Housing,Food,Transportation,educationCost,totalLivingCosts,contributions,investment_low,investment_avg,investment_high,investment_developTradingBot,yrs_Programming & Software Development,yrs_Version Control (Git),yrs_System Design & Architecture,yrs_Agile & DevOps Practices,yrs_Network Security,yrs_Security Monitoring & SIEM,yrs_Incident Response,yrs_Threat Analysis & Intelligence,yrs_Vulnerability Assessment,yrs_IT Consulting & Client Engagement,yrs_Business Process Analysis,yrs_Project Management,yrs_Enterprise Systems & ERP,yrs_PLC & Control System Programming,yrs_Instrumentation Calibration & Maintenance,yrs_Process Control & SCADA,yrs_Electrical Systems & Wiring,yrs_Industrial Cybersecurity,yrs_OT/IT Network Integration,yrs_Risk Assessment & Compliance (OT)
2037,Saskatchewan,Cybersecurity Focus,127362.94154346602,14829.727692933251,22872.894801301165,37702.62249423441,Industrial Cybersecurity Analyst,89660.3190492316,44237.05161012379,44237.05161012379,0.0,22168.13841093713,13288.645158954681,9966.483869216012,0.0,45423.26743910782,44237.05161012379,288145.4513464319,346590.083550514,420467.77622243395,782888.9455453875,7,0,0,0,12,12,11,11,11,0,0,0,0,1,0,1,0,1,1,1
2038,Saskatchewan,Cybersecurity Focus,133807.5063855654,15635.298298195674,24548.481660247002,40183.779958442676,Industrial Cybersecurity Analyst,93623.72642712272,46616.07958073229,46616.07958073229,0.0,23054.863947374615,13687.30451372332,10265.478385292492,0.0,47007.64684639043,46616.07958073229,349168.8034944858,427865.17148629774,530154.0222365314,1064371.708789736,7,0,0,0,13,13,11,11,11,0,0,0,0,2,0,2,0,2,2,2
2039,Saskatchewan,Cybersecurity Focus,140578.166208675,16481.630776084374,26308.853214255498,42790.48399033987,Industrial Cybersecurity Analyst,97787.68221833512,49139.25732707923,49139.25732707923,0.0,23977.0585052696,14097.923649135024,10573.442736851266,0.0,48648.42489125589,49139.25732707923,415766.50099628937,519790.9459620068,658816.3828990902,1432822.4787537362,7,0,0,0,14,14,11,11,11,0,0,0,0,3,0,3,0,3,3,3
2040,Saskatchewan,Cybersecurity Focus,147691.42141883395,17370.787677354245,28158.29956889683,45529.087246251074,Industrial Cybersecurity Analyst,102162.33417258288,51814.68594953662,51814.68594953662,0.0,24936.140845480382,14520.861358609072,10890.646018956806,0.0,50347.64822304626,51814.68594953662,488369.51199564047,623584.7265077442,809453.5262834902,1914483.9083293937,7,0,0,0,15,15,11,11,11,0,0,0,0,4,0,4,0,4,4,4
2041,Saskatchewan,Cybersecurity Focus,155164.60734262696,18304.93591782837,30101.32790908301,48406.26382691138,Industrial Cybersecurity Analyst,106758.34351571558,54650.904437523124,54650.904437523124,0.0,25933.5864792996,14956.487199367346,11217.365399525508,0.0,52107.43907819245,54650.904437523124,567438.8920329456,740594.1035960418,985522.4596635367,2543479.985265735,7,0,0,0,16,16,11,11,11,0,0,0,0,5,0,5,0,5,5,5
2042,Saskatchewan,Cybersecurity Focus,163015.93647416387,19430.57078875376,32142.673483282604,51573.24427203636,Industrial Cybersecurity Analyst,111442.69220212751,57512.694086796284,57512.694086796284,0.0,26970.929938471585,15405.181815348365,11553.886361511275,0.0,53929.998115331226,57512.694086796284,653323.5307213892,872166.2080424423,1190863.5226998636,3364036.6749322517,7,0,0,0,17,17,11,11,11,0,0,0,0,6,0,6,0,6,6,6
2043,Saskatchewan,Cybersecurity Focus,171264.54285975656,20626.618714664703,34287.3111435367,54913.9298582014,Industrial Cybersecurity Analyst,116350.61300155516,60533.00564337928,60533.00564337928,0.0,28049.76713601045,15867.337269808817,11900.502952356612,0.0,55817.60735817588,60533.00564337928,746522.712900838,1019915.8344900659,1430026.0567482223,4433780.683055306,7,0,0,0,18,18,11,11,11,0,0,0,0,7,0,7,0,7,7,7
2044,Saskatchewan,Cybersecurity Focus,179930.52872846022,21883.186665626734,36540.46746939966,58423.65413502639,Industrial Cybersecurity Analyst,121506.87459343384,63734.24134315257,63734.24134315257,0.0,29171.75782145087,16343.357387903085,12257.518040927313,0.0,57772.633250281266,63734.24134315257,847583.0898890325,1185641.6592822252,1708264.206603608,5827649.12931505,7,0,0,0,19,19,11,11,11,0,0,0,0,8,0,8,0,8,8,8
2045,Saskatchewan,Cybersecurity Focus,189035.0134821203,23203.33695490744,39135.48390981489,62338.82086472233,Industrial Cybersecurity Analyst,126696.19261739796,66898.66279139374,66898.66279139374,0.0,30338.628134308907,16833.658109540178,12625.24358215513,0.0,59797.52982600422,66898.66279139374,956860.9071748779,1371104.4880018416,2031402.5003855429,7642842.530900959,7,0,0,0,20,20,11,11,11,0,0,0,0,9,0,9,0,9,9,9
2046,Saskatchewan,Cybersecurity Focus,198600.1851643156,24590.286848825763,41909.38369765152,66499.67054647728,Industrial Cybersecurity Analyst,132100.51461783831,70205.6726157109,70205.6726157109,0.0,31552.173259681258,17338.66785282638,13004.000889619787,0.0,61894.84200212742,70205.6726157109,1074909.625149333,1578420.6094177368,2406318.5480590854,10005900.962786958,7,0,0,0,21,21,11,11,11,0,0,0,0,10,0,10,0,10,10,10
2047,Saskatchewan,Cybersecurity Focus,208649.35453362996,26047.416407376346,44823.64281475269,70871.05922212903,Industrial Cybersecurity Analyst,137778.29531150093,73711.08631671287,73711.08631671287,0.0,32814.26019006851,17858.82788841117,13394.120916308379,0.0,64067.20899478806,73711.08631671287,1202366.1927235124,1809973.7566762236,2840977.4165846608,13081382.337939758,7,0,0,0,22,22,11,11,11,0,0,0,0,11,0,11,0,11,11,11
2048,Saskatchewan,Cybersecurity Focus,219207.01187303165,27578.276721589587,47885.36344317917,75463.64016476876,Industrial Cybersecurity Analyst,143743.3717082629,77426.00384173049,77426.00384173049,0.0,34126.83059767125,18394.59272506351,13795.944543797632,0.0,66317.3678665324,77426.00384173049,1339910.5062014186,2068397.1361855767,3344550.03291409,17083223.04316342,7,0,0,0,23,23,11,11,11,0,0,0,0,12,0,12,0,12,12,12
2049,Saskatchewan,Cybersecurity Focus,230298.88667380702,29186.598567702018,51102.007135404034,80288.60570310605,Industrial Cybersecurity Analyst,150010.28097070096,81362.12376219587,81362.12376219587,0.0,35491.903821578104,18946.430506815414,14209.822880111562,0.0,68648.15720850509,81362.12376219587,1488268.1552736855,2356598.9735663305,3927594.661613399,22289552.07987464,7,0,0,0,24,24,11,11,11,0,0,0,0,13,0,13,0,13,13,13
2050,Saskatchewan,Cybersecurity Focus,241952.01033950166,30876.30149922774,54481.41299845548,85357.71449768322,Industrial Cybersecurity Analyst,156594.29584181844,85531.77487884242,85531.77487884242,0.0,36911.579974441236,19514.82342201988,14636.11756651491,0.0,71062.52096297602,85531.77487884242,1648213.3379162124,2677790.645801806,4602265.635734252,29061949.47871587,7,0,0,0,25,25,11,11,11,0,0,0,0,14,0,14,0,14,14,14
2051,Saskatchewan,Cybersecurity Focus,254194.78206268043,32651.503399088662,58031.81679817732,90683.32019726599,Industrial Cybersecurity Analyst,163511.46186541446,89947.94947380475,89947.94947380475,0.0,38388.043173418875,20100.268124680475,15075.201093510357,0.0,73563.5123916097,89947.94947380475,1820571.954285828,3035517.6598557914,5382553.430568194,37870482.27180444,7,0,0,0,26,26,11,11,11,0,0,0,0,15,0,15,0,15,15,15
2052,Saskatchewan,Cybersecurity Focus,267057.0380350521,34516.53051508255,62104.87255156718,96621.40306664974,Industrial Cybersecurity Analyst,170435.63496840233,94281.33677331013,94281.33677331013,0.0,39923.56490035563,20703.276168420893,15527.457126315667,0.0,76154.2981950922,94281.33677331013,2005881.8887734294,3433350.762614681,6284217.7819267325,49325908.29011908,7,0,0,0,27,27,11,11,11,0,0,0,0,16,0,16,0,16,16,16
2053,Saskatchewan,Cybersecurity Focus,280570.1241596257,36475.92800314572,66564.19097267647,103040.11897582219,Industrial Cybersecurity Analyst,177530.0051838035,98691.84239385498,98691.84239385498,0.0,41520.50749636986,21324.374453473516,15993.28084010514,0.0,78838.16278994852,98691.84239385498,2204867.825605956,3875377.6812700043,7325542.291609596,64222372.61954866,7,0,0,0,28,28,11,11,11,0,0,0,0,17,0,17,0,17,17,17
2054,Saskatchewan,Cybersecurity Focus,294766.97244210273,38534.4710041049,71249.15090589391,109783.62190999881,Industrial Cybersecurity Analyst,184983.3505321039,103364.83778349323,103364.83778349323,0.0,43181.32779622466,21964.105687077725,16473.079265308294,0.0,81618.51274861068,103364.83778349323,2418476.054669747,4366280.287180498,8527738.473134529,83592449.24319677,7,0,0,0,29,29,11,11,11,0,0,0,0,18,0,18,0,18,18,18
2055,Saskatchewan,Cybersecurity Focus,309682.1812476731,40697.1762809126,76171.16981173214,116868.34609264473,Industrial Cybersecurity Analyst,192813.83515502838,108314.95374599713,108314.95374599713,0.0,44908.58090807365,22623.028857690057,16967.271643267544,0.0,84498.88140903125,108314.95374599713,2647714.8111492316,4911223.269644546,9915214.197850704,108778498.9699018,7,0,0,0,30,30,11,11,11,0,0,0,0,19,0,19,0,19,19,19
2056,Saskatchewan,Cybersecurity Focus,325352.0996188054,42969.314444726784,81342.24287420578,124311.55731893257,Industrial Cybersecurity Analyst,201040.54229987285,113557.60863948992,113557.60863948992,0.0,46704.9241443966,23301.719723420756,17476.289792565567,0.0,87482.93366038293,113557.60863948992,2893658.160346183,5515903.205248491,11516053.936167799,141525606.26951182,7,0,0,0,31,31,11,11,11,0,0,0,0,20,0,20,0,20,20,20
2057,Saskatchewan,Cybersecurity Focus,341814.91585951694,45356.42279962996,86774.9722336406,132131.39503327056,Industrial Cybersecurity Analyst,209683.5208262464,119109.04991460801,119109.04991460801,0.0,48573.12111017246,24000.771315123377,18000.578486342536,0.0,90574.47091163837,119109.04991460801,3157450.1182781,6186602.575687949,13362571.076507576,184102397.20027998,7,0,0,0,32,32,11,11,11,0,0,0,0,21,0,21,0,21,21,21
2058,Saskatchewan,Cybersecurity Focus,359110.7506020085,47864.31883729123,92482.59769866281,140346.91653595405,Industrial Cybersecurity Analyst,218763.83406605443,124986.39781596517,124986.39781596517,0.0,50516.045954579364,24720.794454577084,18540.595840932812,0.0,93777.43625008926,124986.39781596517,3440309.0220079706,6930249.231072709,15491943.135799676,239458102.75817996,7,0,0,0,33,33,11,11,11,0,0,0,0,22,0,22,0,22,22,22
2059,Saskatchewan,Cybersecurity Focus,377281.7545824701,50499.11441445816,98479.02901221513,148978.1434266733,Industrial Cybersecurity Analyst,228303.6111557968,131207.69135865907,131207.69135865907,0.0,52536.68779276254,25462.418288214398,19096.813716160796,0.0,97095.91979713773,131207.69135865907,3743532.1644670283,7754481.845538639,17946942.297528286,311426741.2769926,7,0,0,0,34,34,11,11,11,0,0,0,0,23,0,23,0,23,23,23
2060,Saskatchewan,Cybersecurity Focus,396372.2113643431,53267.230647829754,104778.87975023323,158046.11039806297,Industrial Cybersecurity Analyst,238326.10096628015,137791.93669730067,137791.93669730067,0.0,54638.15530447304,26226.290836860826,19669.718127645618,0.0,100534.16426897948,137791.93669730067,4068500.7093876805,8667721.966789804,20776775.57885483,404992555.59678775,7,0,0,0,35,35,11,11,11,0,0,0,0,24,0,24,0,24,24,24
2061,Saskatchewan,Cybersecurity Focus,416428.6452593788,56175.41356260993,111397.50293559502,167572.91649820496,Industrial Cybersecurity Analyst,248855.72876117387,144759.15801108026,144759.15801108026,0.0,56823.68151665197,27013.079561966653,20259.80967147499,0.0,104096.57075009361,144759.15801108026,4416684.902868145,9679253.321479866,24038051.073694132,526635081.43383515,7,0,0,0,36,36,11,11,11,0,0,0,0,25,0,25,0,25,25,25
2062,Saskatchewan,Cybersecurity Focus,437499.9347095034,59230.75053287799,118351.02845413612,177581.7789870141,Industrial Cybersecurity Analyst,259918.15572248926,152130.4510347263,152130.4510347263,0.0,59096.628777318045,27823.471948825652,20867.603961619243,0.0,107787.70468776295,152130.4510347263,4789649.599046279,10799309.10466258,27795889.185782976,684777736.3150204,7,0,0,0,37,37,11,11,11,0,0,0,0,26,0,26,0,26,26,26
2063,Saskatchewan,Cybersecurity Focus,459637.4314058043,62440.68755384162,125656.40236391542,188097.08991775702,Industrial Cybersecurity Analyst,271540.34148804727,159928.03937187826,159928.03937187826,0.0,61460.49392841076,28658.176107290426,21493.632080467818,0.0,111612.30211616901,159928.03937187826,5189060.118370471,12039168.054500718,32125200.6030223,890370985.2488985,7,0,0,0,38,38,11,11,11,0,0,0,0,27,0,27,0,27,27,27
2064,Saskatchewan,Cybersecurity Focus,482895.08543493797,65813.047388066,133331.42819352954,199144.47558159556,Industrial Cybersecurity Analyst,283750.6098533424,168175.33373440424,168175.33373440424,0.0,63918.913685547195,29517.92139050914,22138.441042881856,0.0,115575.27611893819,168175.33373440424,5616688.458023398,13411260.193685194,37112156.02721004,1157650456.1573026,7,0,0,0,39,39,11,11,11,0,0,0,0,28,0,28,0,28,28,28
2065,Saskatchewan,Cybersecurity Focus,507329.57675794576,69356.04862990213,141394.81033012213,210750.85896002426,Industrial Cybersecurity Analyst,296578.7177979215,176896.99425855966,176896.99425855966,0.0,66475.6702329691,30403.459032224415,22802.59427416831,0.0,119681.72353936183,176896.99425855966,6074419.875183128,14929283.207312275,42855876.4255501,1505122489.998752,7,0,0,0,40,40,11,11,11,0,0,0,0,29,0,29,0,29,29,29
2066,Saskatchewan,Cybersecurity Focus,533000.4533418978,73078.32573457518,149866.19960282627,222944.52533740143,Industrial Cybersecurity Analyst,310055.9280044964,186118.996056624,186118.996056624,0.0,69134.69704228787,31315.562803191147,23486.67210239336,0.0,123936.93194787238,186118.996056624,6564259.864998908,16608330.524100127,49470376.88543924,1956845355.9944344,7,0,0,0,41,41,11,11,11,0,0,0,0,30,0,30,0,30,30,30
2067,Saskatchewan,Cybersecurity Focus,559970.2762809979,76988.95006074468,158766.2411727293,235755.19123347398,Industrial Cybersecurity Analyst,324215.08504752396,195868.69817079254,195868.69817079254,0.0,71900.08492397936,32255.02968728688,24191.272265465162,0.0,128346.3868767314,195868.69817079254,7088341.556419645,18465032.274680935,57086802.11642592,2544094831.4909353,7,0,0,0,42,42,11,11,11,0,0,0,0,31,0,31,0,31,31,31
2068,Saskatchewan,Cybersecurity Focus,588304.7722608164,81097.45197781837,168116.62484606943,249214.07682388782,Industrial Cybersecurity Analyst,339090.6954369286,206174.91610465545,206174.91610465545,0.0,74776.08832093855,33222.680577905485,24917.010433429117,0.0,132915.77933227314,206174.91610465545,7648933.550345284,20517710.418253686,65855997.34999445,3307529455.854321,7,0,0,0,43,43,11,11,11,0,0,0,0,32,0,32,0,32,32,32
2069,Saskatchewan,Cybersecurity Focus,618072.9937372135,85413.84409189595,177940.1379332805,263353.98202517646,Industrial Cybersecurity Analyst,354719.0117120371,217067.99811658636,217067.99811658636,0.0,77767.1318537761,34219.36099524265,25664.52074643199,0.0,137651.01359545073,217067.99811658636,8248448.225979134,22786549.45819564,75951464.95061019,4300005360.608734,7,0,0,0,44,44,11,11,11,0,0,0,0,33,0,33,0,33,33,33
2070,Saskatchewan,Cybersecurity Focus,649347.4872203167,89948.64564694591,188260.7207827045,278209.3664296504,Industrial Cybersecurity Analyst,371138.12079066626,228579.90546881422,228579.90546881422,0.0,80877.81712792715,35245.94182509994,26434.456368824955,0.0,142558.21532185204,228579.90546881422,8889450.542746905,25293784.309484024,87572764.59867053,5590235548.696823,7,0,0,0,45,45,11,11,11,0,0,0,0,34,0,34,0,34,34,34
2071,Saskatchewan,Cybersecurity Focus,682204.4700736646,94712.90816068136,199103.5251243093,293816.43328499066,Industrial Cybersecurity Analyst,388388.0367886739,240744.29683588704,240744.29683588704,0.0,84112.92981304423,36303.320079852936,27227.490059889697,0.0,147643.73995278685,240744.29683588704,9574667.366720138,28063907.03726832,100949423.58530699,7267546957.602706,7,0,0,0,46,46,11,11,11,0,0,0,0,35,0,35,0,35,35,35
2072,Saskatchewan,Cybersecurity Focus,716724.0162593921,99718.24235761186,210494.97536559944,310213.2177232113,Industrial Cybersecurity Analyst,406510.79853618087,253596.61708667994,253596.61708667994,0.0,87477.447005566,37392.419682248525,28044.314761686393,0.0,152914.18144950093,253596.61708667994,10306997.352142826,31123894.358081833,116345433.7401897,9448064641.500605,7,0,0,0,47,47,11,11,11,0,0,0,0,36,0,36,0,36,36,36
2073,Saskatchewan,Cybersecurity Focus,752990.2514821172,104976.846464907,222462.83298909868,327439.6794540057,Industrial Cybersecurity Analyst,425550.57202811155,267174.19066506997,267174.19066506997,0.0,90976.54488578864,38514.192272715976,28885.644204536984,0.0,158376.38136304158,267174.19066506997,11089521.410415037,34503457.984555095,134064422.99188322,12282751208.14145,7,0,0,0,48,48,11,11,11,0,0,0,0,37,0,37,0,37,37,37
2074,Saskatchewan,Cybersecurity Focus,791091.5582071124,110501.53594003129,235036.26420834707,345537.80014837836,Industrial Cybersecurity Analyst,445553.758058734,281516.3198059433,281516.3198059433,0.0,94615.60668122019,39669.618040897454,29752.213530673096,0.0,164037.43825279074,281516.3198059433,11925513.800741732,38235320.10281655,154455602.76047164,15967858086.903692,7,0,0,0,49,49,11,11,11,0,0,0,0,38,0,38,0,38,38,38
2075,Saskatchewan,Cybersecurity Focus,831120.7910523923,116305.77470259689,248245.9110472895,364551.6857498864,Industrial Cybersecurity Analyst,466569.10530250595,296664.38783531927,296664.38783531927,0.0,98400.23094846902,40859.70658212438,30644.779936593288,0.0,169904.71746718668,296664.38783531927,12818453.878614139,42355516.50093353,177920607.5623777,20758512177.362637,7,0,0,0,50,50,11,11,11,0,0,0,0,39,0,39,0,39,39,39
2026,Saskatchewan,I&C to Cybersecurity,15500.0,1627.5,2170.0,3797.5,I&C Engineering Diploma,11702.5,-25697.5,0.0,0.0,14400.0,9600.0,7200.0,6200.0,37400.0,-25697.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
2027,Saskatchewan,I&C to Cybersecurity,15500.0,1627.5,2170.0,3797.5,I&C Engineering Diploma,11702.5,-26777.5,0.0,0.0,14976.0,9888.0,7416.0,6200.0,38480.0,-26777.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,2
2028,Saskatchewan,I&C to Cybersecurity,15500.0,1627.5,2170.0,3797.5,I&C Engineering Diploma,11702.5,-27895.660000000003,0.0,0.0,15575.04,10184.64,7638.48,6200.0,39598.16,-27895.660000000003,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3
2029,Saskatchewan,I&C to Cybersecurity,50136.016379903995,5264.281719889919,7019.04229318656,12283.324013076479,Instrumentation & Control Tech (Apprentice),37852.69236682751,3296.8371668275067,3296.8371668275067,0.0,16198.0416,10490.1792,7867.634400000001,0.0,34555.855200000005,3296.8371668275067,3296.8371668275067,3296.8371668275067,3296.8371668275067,3296.8371668275067,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,0,3
2030,Saskatchewan,I&C to Cybersecurity,53184.28617580216,5584.350048459227,7445.800064612303,13030.15011307153,Instrumentation & Control Tech (Apprentice),40154.13606273063,4399.624790730624,4399.624790730624,0.0,16845.963264,10804.884576000002,8103.663432000001,0.0,35754.511272,4399.624790730624,7861.303815899506,8026.145674240882,8190.987532582257,8685.513107606384,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,3,0,3
2031,Saskatchewan,I&C to Cybersecurity,56417.89077529093,5961.596346911366,7898.5047085407305,13860.101055452096,Instrumentation & Control Tech (Apprentice),42557.78971983883,5562.1834770388305,5562.1834770388305,0.0,17519.80179456,11129.03111328,8346.77333496,0.0,36995.6062428,5562.1834770388305,13816.552483733312,14390.943718703802,14981.819139508425,16853.35051692713,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,3,0,3
2032,Saskatchewan,I&C to Cybersecurity,59848.09853442861,6390.372316803576,8464.865199557866,14855.237516361442,Instrumentation & Control Tech (Apprentice),44992.86101806717,6712.188570037564,6712.188570037564,0.0,18220.593866342402,11462.902046678402,8597.1765350088,0.0,38280.6724480296,6712.188570037564,21219.56867795754,22542.22666061175,23941.280580472252,28621.544242042834,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,3,0,3
2033,Saskatchewan,I&C to Cybersecurity,63486.862925321875,6845.217865665234,9210.811899690985,16056.02976535622,Instrumentation & Control Tech (Apprentice),47430.83315996565,7819.534599831735,7819.534599831735,0.0,18949.4176209961,11806.789108078754,8855.091831059066,0.0,39611.29856013392,7819.534599831735,30100.081711687155,32615.98392650466,35352.00726737482,45027.54211448742,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,3,0,3
2034,Saskatchewan,I&C to Cybersecurity,105638.93566837988,12114.226958547486,17851.986812017876,29966.213770565362,Instrumentation & Control Tech (Red Seal),75672.72189781452,34683.59020466662,34683.59020466662,0.0,19707.394325835943,12160.992781321118,9120.744585990838,0.0,40989.1316931479,34683.59020466662,66288.67600193813,70561.17252382176,75338.39856214766,93219.39495350028,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,3,0,3
2035,Saskatchewan,I&C to Cybersecurity,110445.50724129115,12715.048405161393,18837.333984464687,31552.38238962608,Instrumentation & Control Tech (Red Seal),78893.12485166508,36477.245264464385,36477.245264464385,0.0,20495.69009886938,12525.82256476075,9394.366923570564,0.0,42415.879587200696,36477.245264464385,106080.35506649944,114094.53504066833,123116.40361093418,157662.45870401475,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,3,0,3
2036,Saskatchewan,I&C to Cybersecurity,115470.77782076989,13343.207227596235,19867.514453257827,33210.72168085406,Instrumentation & Control Tech (Red Seal),82260.05613991583,38366.74326411042,38366.74326411042,0.0,21315.51770282416,12901.597241703574,9676.19793127768,0.0,43893.312875805415,38366.74326411042,149751.11608393484,163870.7318088456,179950.6074166847,243327.9395793296,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,3,0,3
2037,Saskatchewan,I&C to Cybersecurity,120724.6982116149,13999.947276451861,21146.951535019874,35146.898811471736,Instrumentation & Control Tech (Red Seal),85577.79940014317,40154.53196103535,40154.53196103535,0.0,22168.13841093713,13288.645158954681,9966.483869216012,0.0,45423.26743910782,40154.53196103535,197393.20384916692,220412.33695076552,247097.73049022275,356480.8534141638,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,3,0,3
2038,Saskatchewan,I&C to Cybersecurity,126217.67198024337,14686.56899753042,22575.124714863276,37261.693712393695,Instrumentation & Control Tech (Red Seal),88955.97826784967,41948.33142145924,41948.33142145924,0.0,23054.863947374615,13687.30451372332,10265.478385292492,0.0,47007.64684639043,41948.33142145924,249211.19546308453,284401.90206730133,326110.72148521536,505373.44085987215,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,3,0,3
2039,Saskatchewan,I&C to Cybersecurity,131960.57605534443,15404.432006918054,24068.27977438955,39472.711781307604,Instrumentation & Control Tech (Red Seal),92487.86427403682,43839.43938278093,43839.43938278093,0.0,23977.0585052696,14097.923649135024,10573.442736851266,0.0,48648.42489125589,43839.43938278093,305511.1946190197,356681.5316568124,418866.76909077854,700824.9125006148,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,3,0,3
2040,Saskatchewan,I&C to Cybersecurity,137964.78226586257,16154.957783232821,25629.373389124266,41784.33117235709,Instrumentation & Control Tech (Red Seal),96180.45109350549,45832.80287045923,45832.80287045923,0.0,24936.140845480382,14520.861358609072,10890.646018956806,0.0,50347.64822304626,45832.80287045923,366619.5572204299,438182.4876929529,527529.5873248546,956905.1891212584,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,3,0,3
2041,Saskatchewan,I&C to Cybersecurity,144242.1798589593,16939.632482369914,27261.49676332942,44201.12924569934,Instrumentation & Control Tech (Red Seal),100041.05061325997,47933.61153506752,47933.61153506752,0.0,25933.5864792996,14956.487199367346,11217.365399525508,0.0,52107.43907819245,47933.61153506752,432884.1466165189,529934.3479973158,654592.6369586503,1291910.3573927034,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,3,0,3
2042,Saskatchewan,I&C to Cybersecurity,150805.19904254194,17760.009880317742,28967.8817510609,46727.89163137865,Instrumentation & Control Tech (Red Seal),104077.30741116329,50147.30929583206,50147.30929583206,0.0,26970.929938471585,15405.181815348365,11553.886361511275,0.0,53929.998115331226,50147.30929583206,504675.66324317694,633075.0920928795,802928.8417982799,1729630.7739063464,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,3,0,3
2043,Saskatchewan,I&C to Cybersecurity,157666.83559897757,18654.95116185175,30751.90725573417,49406.85841758592,Instrumentation & Control Tech (Red Seal),108259.97718139164,52442.36982321576,52442.36982321576,0.0,28049.76713601045,15867.337269808817,11900.502952356612,0.0,55817.60735817588,52442.36982321576,582351.8162285516,748824.9711253833,975810.5378912375,2300962.3759014662,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,3,0,3
2044,Saskatchewan,I&C to Cybersecurity,164840.67661873106,19695.158109716005,32617.105920870075,52312.264030586084,Instrumentation & Control Tech (Red Seal),112528.41258814497,54755.77933786371,54755.77933786371,0.0,29171.75782145087,16343.357387903085,12257.518040927313,0.0,57772.633250281266,54755.77933786371,666225.1863778428,878463.2475757854,1176937.8979127868,3046006.8680097703,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,3,0,3
2045,Saskatchewan,I&C to Cybersecurity,189035.0134821203,23203.33695490744,39135.48390981489,62338.82086472233,Industrial Cybersecurity Analyst,126696.19261739796,66898.66279139374,66898.66279139374,0.0,30338.628134308907,16833.658109540178,12625.24358215513,0.0,59797.52982600422,66898.66279139374,766435.1084881286,1033208.2351247577,1420377.2453910983,4026707.591204095,0,0,0,0,1,1,0,0,0,0,0,0,0,20,19,20,19,4,1,4
2046,Saskatchewan,I&C to Cybersecurity,198600.1851643156,24590.286848825763,41909.38369765152,66499.67054647728,Industrial Cybersecurity Analyst,132100.51461783831,70205.6726157109,70205.6726157109,0.0,31552.173259681258,17338.66785282638,13004.000889619787,0.0,61894.84200212742,70205.6726157109,874962.536528246,1206734.7312529446,1703639.504815474,5304925.541181034,0,0,0,0,2,2,0,0,0,0,0,0,0,21,19,21,19,5,2,5
2047,Saskatchewan,I&C to Cybersecurity,208649.35453362996,26047.416407376346,44823.64281475269,70871.05922212903,Industrial Cybersecurity Analyst,137778.29531150093,73711.08631671287,73711.08631671287,0.0,32814.26019006851,17858.82788841117,13394.120916308379,0.0,64067.20899478806,73711.08631671287,992421.7496713713,1401119.290694952,2032896.5168545078,6970114.2898520585,0,0,0,0,3,3,0,0,0,0,0,0,0,22,19,22,19,6,3,6
2048,Saskatchewan,I&C to Cybersecurity,219207.01187303165,27578.276721589587,47885.36344317917,75463.64016476876,Industrial Cybersecurity Analyst,143743.3717082629,77426.00384173049,77426.00384173049,0.0,34126.83059767125,18394.59272506351,13795.944543797632,0.0,66317.3678665324,77426.00384173049,1119468.8409966703,1618657.2236061778,2415256.998224414,9138574.580649406,0,0,0,0,4,4,0,0,0,0,0,0,0,23,19,23,19,7,4,7
2049,Saskatchewan,I&C to Cybersecurity,230298.88667380702,29186.598567702018,51102.007135404034,80288.60570310605,Industrial Cybersecurity Analyst,150010.28097070096,81362.12376219587,81362.12376219587,0.0,35491.903821578104,18946.430506815414,14209.822880111562,0.0,68648.15720850509,81362.12376219587,1256804.4068086997,1861885.0697289917,2858907.671720272,11961509.078606423,0,0,0,0,5,5,0,0,0,0,0,0,0,24,19,24,19,8,5,8
